model,thinking,config,task,rep,label,reward_binary,reward_partial,n_turns,n_sym_turns,first_sym_turn,last_sym_turn,sym_coverage,n_gold_symbols
deepseek-v4-flash,high,observational-memory,participle-grammar-conflict-analysis,0,found_kept_failed,0,0.680327868852459,81,35,7,80,0.542,48
deepseek-v4-flash,high,observational-memory,pebble-durability-wait-apis,0,found_kept_failed,0,0.9320388349514563,107,30,8,81,0.667,36
deepseek-v4-flash,high,observational-memory,pest-character-class-coalescing,0,found_then_lost,0,0.9124293785310734,56,8,10,39,0.261,23
deepseek-v4-flash,high,observational-memory,prometheus-transactional-reload-status,0,found_then_lost,0,0.979381443298969,113,2,14,58,0.25,4
deepseek-v4-flash,high,observational-memory,prometheus-typed-label-sorting,0,found_then_lost,0,0.9333333333333333,70,1,15,15,0.023,44
deepseek-v4-flash,high,observational-memory,psd-tools-blend-range-api,0,found_kept_failed,0,0.9951171875,35,12,10,33,0.828,29
deepseek-v4-flash,high,observational-memory,pwntools-tube-multiplexing,0,found_kept_failed,0,0.918918918918919,70,52,1,68,0.735,34
deepseek-v4-flash,high,observational-memory,python-statemachine-state-data-scoping,0,found_kept_failed,0,0.979381443298969,155,54,1,153,0.368,68
deepseek-v4-flash,high,observational-memory,query-persist-restored-query-state,0,search_failure,0,0.98,79,0,,,0.0,13
deepseek-v4-flash,high,observational-memory,quill-shared-toolbar-focus,0,found_kept_failed,0,0.7714285714285715,70,18,13,69,0.148,27
deepseek-v4-flash,high,observational-memory,returns-validated-error-accumulation,0,solved,1,1.0,54,31,1,53,0.933,45
deepseek-v4-flash,high,observational-memory,scc-bounded-memory-spilling,0,found_then_lost,0,0.9905362776025236,126,7,10,92,0.067,45
deepseek-v4-flash,high,observational-memory,scriggo-method-declarations,0,found_kept_failed,0,0.9544211485870556,84,32,1,83,0.37,54
deepseek-v4-flash,high,observational-memory,skrub-duration-encoding,0,found_kept_failed,0,0.9893617021276596,78,51,2,77,0.213,47
deepseek-v4-flash,high,observational-memory,sql-formatter-bigquery-pipe-formatting,0,solved,1,1.0,97,1,11,11,0.25,4
deepseek-v4-flash,high,observational-memory,sqlfmt-create-table-ddl-formatting,0,found_kept_failed,0,0.9900383141762452,123,20,19,122,0.421,38
deepseek-v4-flash,high,observational-memory,sqlite-utils-safe-import-checkpoints,0,found_kept_failed,0,0.970856102003643,58,20,10,57,0.605,38
deepseek-v4-flash,high,observational-memory,superjson-error-stack-serialization,0,found_kept_failed,0,0.9030612244897959,71,19,8,69,0.364,22
deepseek-v4-flash,high,observational-memory,task-task-graph-export,0,found_kept_failed,0,0.5405405405405406,104,21,13,94,0.609,23
deepseek-v4-flash,high,observational-memory,tengo-callable-instance-isolation,0,found_kept_failed,0,0.9793103448275862,104,20,15,102,0.098,41
deepseek-v4-flash,high,observational-memory,tengo-destructuring-bindings,0,found_kept_failed,0,0.4618834080717489,78,22,15,66,0.424,33
deepseek-v4-flash,high,observational-memory,termenv-preserve-ansi-resets,0,found_kept_failed,0,0.8688524590163934,73,25,7,71,0.586,29
deepseek-v4-flash,high,observational-memory,testem-bail-on-test-failure,0,found_then_lost,0,0.9844559585492227,77,7,13,43,0.556,9
deepseek-v4-flash,high,observational-memory,testem-per-launcher-reports,0,found_kept_failed,0,0.9925093632958801,52,17,8,51,0.75,8
deepseek-v4-flash,high,observational-memory,textual-kitty-key-phases,0,found_kept_failed,0,0.8,71,26,3,69,0.38,50
deepseek-v4-flash,high,observational-memory,textual-richlog-follow-state,0,solved,1,1.0,63,25,3,62,0.34,47
deepseek-v4-flash,high,observational-memory,tomlkit-toml-table-converters,0,found_kept_failed,0,0.9931640625,85,51,1,83,0.4,20
deepseek-v4-flash,high,observational-memory,true-myth-iterable-collection-combinators,0,solved,1,1.0,33,1,16,16,0.5,2
deepseek-v4-flash,high,observational-memory,ts-pattern-match-each,0,found_kept_failed,0,0.989010989010989,51,10,8,50,0.5,6
deepseek-v4-flash,high,observational-memory,updo-policy-alerting,0,found_kept_failed,0,0.9642857142857143,41,13,7,39,0.357,42
deepseek-v4-flash,high,observational-memory,valibot-recursive-schema-composition,0,found_kept_failed,0,0.9634703196347032,67,23,6,64,0.294,17
deepseek-v4-flash,high,observational-memory,vitest-duration-sharding,0,found_kept_failed,0,0.925,98,27,4,96,0.32,25
deepseek-v4-flash,high,observational-memory,vulture-persistent-analysis-cache,0,found_kept_failed,0,0.9811912225705329,85,15,1,82,0.14,43
deepseek-v4-flash,high,observational-memory,wasmi-trap-coredumps,0,found_kept_failed,0,0.0,55,21,16,53,0.375,40
deepseek-v4-flash,high,observational-memory,wazero-multi-module-snapshots,0,solved,1,1.0,92,19,9,90,0.714,42
deepseek-v4-flash,high,observational-memory,yaegi-go-embed-directives,0,found_kept_failed,0,0.71875,187,33,6,171,0.657,35
deepseek-v4-flash,high,observational-memory,yjs-map-conflict-detection,0,found_then_lost,0,0.9958333333333333,65,8,8,47,0.079,38
deepseek-v4-flash,high,observational-memory,ytt-jsonpath-query-api,0,found_kept_failed,0,0.9230769230769231,51,11,13,50,0.197,66
deepseek-v4-flash,high,baseline-wf,actionlint-action-pinning-lint,0,found_kept_failed,0,0.965,86,19,19,73,0.324,34
deepseek-v4-flash,high,baseline-wf,adaptix-name-mapping-aliases,0,found_kept_failed,0,0.9982027318475917,124,31,1,123,0.367,30
deepseek-v4-flash,high,baseline-wf,anko-default-function-arguments,0,search_failure,0,0.9834710743801653,134,0,,,0.0,14
deepseek-v4-flash,high,baseline-wf,anko-typed-variable-bindings,0,found_then_lost,0,0.912621359223301,21,1,14,14,0.034,29
deepseek-v4-flash,high,baseline-wf,awilix-async-container-initialization,0,found_kept_failed,0,0.26344086021505375,61,27,10,60,0.333,15
deepseek-v4-flash,high,baseline-wf,bandit-structured-nosec-directives,0,found_kept_failed,0,0.9886039886039886,62,4,16,57,0.132,53
deepseek-v4-flash,high,baseline-wf,boa-hierarchical-evaluation-cancellation,0,found_kept_failed,0,0.0,50,18,4,49,0.41,39
deepseek-v4-flash,high,baseline-wf,cattrs-partial-structuring-recovery,0,solved,1,1.0,55,15,9,54,0.2,20
deepseek-v4-flash,high,baseline-wf,clack-async-autocomplete-options,0,search_failure,0,0.9379310344827586,80,0,,,0.0,7
deepseek-v4-flash,high,baseline-wf,csstree-shorthand-expansion-compression,0,found_kept_failed,0,0.9992854590925331,101,29,21,98,0.435,23
deepseek-v4-flash,high,baseline-wf,dynamodb-toolbox-lazy-recursive-schemas,0,found_kept_failed,0,0.9831288343558282,156,13,51,155,0.222,9
deepseek-v4-flash,high,baseline-wf,effect-sse-httpapi-streaming,0,found_kept_failed,0,0.5982905982905983,104,20,6,97,0.375,16
deepseek-v4-flash,high,baseline-wf,etree-xml-diff-patch,0,found_kept_failed,0,0.9850746268656716,39,14,4,37,0.492,65
deepseek-v4-flash,high,baseline-wf,fastapi-implicit-head-options,0,found_kept_failed,0,0.0003147623544224111,39,8,5,34,0.29,31
deepseek-v4-flash,high,baseline-wf,fd-deterministic-multi-key-sorting,0,found_kept_failed,0,0.9802631578947368,106,7,8,90,0.068,44
deepseek-v4-flash,high,baseline-wf,goreleaser-retry-publish-auditing,0,found_kept_failed,0,0.6206896551724138,99,22,8,89,0.152,33
deepseek-v4-flash,high,baseline-wf,gql-incremental-graphql-delivery,0,found_kept_failed,0,0.9927536231884058,54,18,7,53,0.435,23
deepseek-v4-flash,high,baseline-wf,httpx-streaming-json-iteration,0,found_kept_failed,0,0.9993386243386243,67,19,1,65,0.238,21
deepseek-v4-flash,high,baseline-wf,kea-atomic-signal-selectors,0,found_kept_failed,0,0.9602649006622517,58,9,11,56,0.13,23
deepseek-v4-flash,high,baseline-wf,kgateway-consistent-hash-policy,0,found_kept_failed,0,0.9907407407407407,119,11,34,97,0.17,47
deepseek-v4-flash,high,baseline-wf,kombu-single-active-consumer-priority,0,found_kept_failed,0,0.99800796812749,108,40,13,106,0.596,47
deepseek-v4-flash,high,baseline-wf,koota-deferred-mutation-buffer,0,found_kept_failed,0,0.8693467336683417,86,50,10,85,0.172,29
deepseek-v4-flash,high,baseline-wf,langchain-request-coalescing,0,found_kept_failed,-1,0.0,93,38,1,90,0.723,47
deepseek-v4-flash,high,baseline-wf,mashumaro-flattened-dataclass-fields,0,found_kept_failed,0,0.9986702127659575,154,22,21,142,0.154,13
deepseek-v4-flash,high,baseline-wf,obsidian-linter-auto-table-of-contents,0,found_kept_failed,0,0.9650170648464164,98,9,8,83,0.214,14
deepseek-v4-flash,high,baseline-wf,onedump-dump-encryption-pipeline,0,found_kept_failed,0,0.8863636363636364,58,29,8,57,0.526,38
deepseek-v4-flash,high,baseline-wf,oxvg-structural-selector-preservation,0,search_failure,-1,0.0,5,0,,,0.0,54
deepseek-v4-flash,high,baseline-wf,prometheus-typed-label-sorting,0,search_failure,0,0.6222222222222222,60,0,,,0.0,44
deepseek-v4-flash,high,baseline-wf,python-statemachine-state-data-scoping,0,found_kept_failed,0,0.9764359351988218,64,27,2,61,0.279,68
deepseek-v4-flash,high,baseline-wf,termenv-preserve-ansi-resets,0,found_kept_failed,0,0.9672131147540983,99,41,6,96,0.621,29
deepseek-v4-flash,high,baseline-wf,textual-kitty-key-phases,0,found_kept_failed,0,0.9125,45,13,2,43,0.3,50
deepseek-v4-flash,high,baseline-wf,ts-pattern-match-each,0,found_then_lost,0,0.06593406593406594,45,9,8,33,0.5,6
deepseek-v4-flash,high,baseline-wf,updo-policy-alerting,0,found_kept_failed,0,0.95,33,13,5,31,0.381,42
deepseek-v4-flash,high,baseline-wf,wasmi-trap-coredumps,0,found_kept_failed,0,0.0375,132,40,12,129,0.3,40
deepseek-v4-flash,high,baseline-wf,wazero-multi-module-snapshots,0,found_kept_failed,0,0.0,21,5,12,19,0.738,42
deepseek-v4-flash,high,baseline-wf,yjs-map-conflict-detection,0,solved,1,1.0,61,4,37,57,0.026,38
deepseek-v4-flash,high,ponytail-full,abs-module-cache-flags,0,found_kept_failed,0,0.391304347826087,46,6,14,43,0.188,48
deepseek-v4-flash,high,ponytail-full,abs-stepped-slices,0,found_then_lost,0,0.5833333333333334,92,7,10,68,0.389,18
deepseek-v4-flash,high,ponytail-full,actionlint-action-pinning-lint,0,found_kept_failed,0,0.92,106,22,5,89,0.206,34
deepseek-v4-flash,high,ponytail-full,adaptix-name-mapping-aliases,0,found_kept_failed,0,0.9971243709561467,134,38,1,133,0.333,30
deepseek-v4-flash,high,ponytail-full,aiomonitor-task-snapshots-diff,0,found_kept_failed,0,0.8360655737704918,81,17,8,80,0.59,39
deepseek-v4-flash,high,ponytail-full,anko-default-function-arguments,0,search_failure,0,0.9834710743801653,184,0,,,0.0,14
deepseek-v4-flash,high,ponytail-full,anko-typed-variable-bindings,0,found_kept_failed,0,0.9611650485436893,91,20,24,88,0.103,29
deepseek-v4-flash,high,ponytail-full,arcane-drift-detection-baselines,0,found_kept_failed,0,0.36904761904761907,107,21,13,105,0.674,43
deepseek-v4-flash,high,ponytail-full,arktype-json-schema-refs-dependencies,0,found_kept_failed,0,0.9988262910798122,45,3,24,44,0.2,15
deepseek-v4-flash,high,ponytail-full,awilix-async-container-initialization,0,found_kept_failed,0,0.9731182795698925,68,35,8,67,0.4,15
deepseek-v4-flash,high,ponytail-full,bandit-incremental-cache-control,0,found_then_lost,0,0.9118457300275482,52,7,17,33,0.417,24
deepseek-v4-flash,high,ponytail-full,bandit-interprocedural-taint-checks,0,found_kept_failed,0,0.8161559888579387,73,8,4,65,0.226,31
deepseek-v4-flash,high,ponytail-full,bandit-structured-nosec-directives,0,found_then_lost,0,0.9886039886039886,60,6,20,35,0.057,53
deepseek-v4-flash,high,ponytail-full,boa-hierarchical-evaluation-cancellation,0,found_kept_failed,0,0.0,60,22,7,57,0.41,39
deepseek-v4-flash,high,ponytail-full,cattrs-partial-structuring-recovery,0,found_kept_failed,0,0.9736842105263158,62,22,12,60,0.25,20
deepseek-v4-flash,high,ponytail-full,clack-async-autocomplete-options,0,search_failure,0,0.9862068965517241,36,0,,,0.0,7
deepseek-v4-flash,high,ponytail-full,claude-code-by-agents-recursive-delegation,0,found_kept_failed,0,0.868421052631579,44,4,18,35,0.067,15
deepseek-v4-flash,high,ponytail-full,cliffy-config-file-parsing,0,found_kept_failed,0,0.9897540983606558,69,12,12,65,0.167,24
deepseek-v4-flash,high,ponytail-full,csstree-shorthand-expansion-compression,0,found_kept_failed,0,0.9991663689412885,81,26,34,80,0.348,23
deepseek-v4-flash,high,ponytail-full,dasel-html-document-format,0,found_kept_failed,0,0.697754749568221,88,24,18,87,0.24,50
deepseek-v4-flash,high,ponytail-full,dateutil-rfc5545-timezone-interop,0,found_kept_failed,0,0.9971455756422455,88,61,3,87,0.676,34
deepseek-v4-flash,high,ponytail-full,drizzle-orm-window-function-builders,0,found_kept_failed,0,0.9683908045977011,120,14,23,115,0.476,21
deepseek-v4-flash,high,ponytail-full,dynamodb-toolbox-conditional-attribute-requirements,0,search_failure,0,0.9892141756548536,99,0,,,0.0,1
deepseek-v4-flash,high,advisor,abs-module-cache-flags,0,found_kept_failed,0,0.6956521739130435,124,22,12,108,0.188,48
deepseek-v4-flash,high,advisor,abs-stepped-slices,0,found_kept_failed,0,0.5833333333333334,79,13,6,70,0.333,18
deepseek-v4-flash,high,advisor,actionlint-action-pinning-lint,0,found_kept_failed,0,0.985,146,37,10,140,0.324,34
deepseek-v4-flash,high,advisor,adaptix-name-mapping-aliases,0,found_kept_failed,0,0.0,109,27,1,106,0.333,30
deepseek-v4-flash,high,advisor,adaptix-name-mapping-aliases,1,found_kept_failed,0,0.9974838245866283,133,45,0,131,0.2,30
deepseek-v4-flash,high,advisor,aiomonitor-task-snapshots-diff,0,found_kept_failed,0,0.9508196721311475,99,38,11,97,0.846,39
deepseek-v4-flash,high,advisor,anko-default-function-arguments,0,search_failure,0,0.9834710743801653,49,0,,,0.0,14
deepseek-v4-flash,high,advisor,anko-typed-variable-bindings,0,found_kept_failed,0,0.912621359223301,30,4,21,29,0.069,29
deepseek-v4-flash,high,advisor,arcane-drift-detection-baselines,0,found_kept_failed,0,0.2261904761904762,69,10,28,63,0.721,43
deepseek-v4-flash,high,advisor,arcane-drift-detection-baselines,1,found_kept_failed,0,0.9880952380952381,120,15,8,119,0.721,43
deepseek-v4-flash,high,advisor,arktype-json-schema-refs-dependencies,0,found_then_lost,0,0.9982394366197183,87,4,31,54,0.067,15
deepseek-v4-flash,high,advisor,awilix-async-container-initialization,0,found_kept_failed,0,0.989247311827957,85,54,7,82,0.333,15
deepseek-v4-flash,high,advisor,bandit-incremental-cache-control,0,found_then_lost,0,0.8842975206611571,65,12,8,48,0.292,24
deepseek-v4-flash,high,advisor,bandit-interprocedural-taint-checks,0,found_kept_failed,0,0.8607242339832869,61,40,2,60,0.258,31
deepseek-v4-flash,high,advisor,bandit-structured-nosec-directives,0,solved,1,1.0,55,5,19,53,0.094,53
deepseek-v4-flash,high,advisor,boa-hierarchical-evaluation-cancellation,0,found_kept_failed,0,0.0,47,9,23,42,0.359,39
deepseek-v4-flash,high,advisor,cattrs-partial-structuring-recovery,0,found_kept_failed,0,0.8947368421052632,60,31,4,59,0.25,20
deepseek-v4-flash,high,advisor,clack-async-autocomplete-options,0,search_failure,0,0.9544827586206897,69,0,,,0.0,7
deepseek-v4-flash,high,advisor,claude-code-by-agents-recursive-delegation,0,found_kept_failed,0,0.9473684210526315,39,3,13,38,0.067,15
deepseek-v4-flash,high,advisor,cliffy-config-file-parsing,0,found_kept_failed,0,0.9897540983606558,73,16,4,71,0.167,24
deepseek-v4-flash,high,advisor,csstree-shorthand-expansion-compression,0,found_kept_failed,0,0.9994640943193998,53,10,38,51,0.435,23
deepseek-v4-flash,high,advisor,dasel-html-document-format,0,found_kept_failed,0,0.697754749568221,73,13,23,71,0.2,50
deepseek-v4-flash,high,advisor,dateutil-rfc5545-timezone-interop,0,found_kept_failed,0,0.0,71,55,3,70,0.676,34
deepseek-v4-flash,high,advisor,dateutil-rfc5545-timezone-interop,1,found_kept_failed,0,0.9961941008563273,83,61,1,81,0.647,34
deepseek-v4-flash,high,advisor,drizzle-orm-window-function-builders,0,found_kept_failed,0,0.9080459770114943,56,3,36,48,0.476,21
deepseek-v4-flash,high,advisor,dynamodb-toolbox-conditional-attribute-requirements,0,search_failure,0,0.9861325115562404,63,0,,,0.0,1
deepseek-v4-flash,high,advisor,dynamodb-toolbox-lazy-recursive-schemas,0,found_kept_failed,0,0.9831288343558282,87,9,26,81,0.222,9
deepseek-v4-flash,high,advisor,effect-sse-httpapi-streaming,0,found_kept_failed,0,0.0,82,17,12,76,0.438,16
deepseek-v4-flash,high,advisor,effect-sse-httpapi-streaming,1,found_kept_failed,0,0.5982905982905983,133,22,16,126,0.375,16
deepseek-v4-flash,high,advisor,eicrud-keyset-pagination-cursor,0,found_then_lost,0,0.945054945054945,114,4,28,40,0.067,15
deepseek-v4-flash,high,advisor,etree-xml-diff-patch,0,found_kept_failed,0,0.9104477611940298,34,12,2,30,0.477,65
deepseek-v4-flash,high,advisor,expr-try-catch-errors,0,found_kept_failed,0,0.9986585071747257,34,8,15,33,0.192,26
deepseek-v4-flash,high,advisor,fastapi-deprecation-response-headers,0,found_kept_failed,0,0.0,96,23,5,87,0.4,10
deepseek-v4-flash,high,advisor,fastapi-deprecation-response-headers,1,found_kept_failed,0,0.0,83,25,13,81,0.5,10
deepseek-v4-flash,high,advisor,fastapi-implicit-head-options,0,found_kept_failed,0,0.9870947434686811,35,10,2,26,0.258,31
deepseek-v4-flash,high,advisor,fd-deterministic-multi-key-sorting,0,found_kept_failed,0,0.9868421052631579,119,20,9,113,0.227,44
deepseek-v4-flash,high,advisor,geo-shapeindex-serialization,0,solved,1,1.0,50,25,6,46,0.538,13
deepseek-v4-flash,high,advisor,go-critic-doc-link-checker,0,found_kept_failed,0,0.8947368421052632,67,19,14,66,0.132,68
deepseek-v4-flash,high,advisor,go-genai-streamed-function-args,0,found_then_lost,0,0.0,64,7,10,45,0.094,32
deepseek-v4-flash,high,advisor,go-genai-streamed-function-args,1,found_kept_failed,0,0.9264705882352942,97,10,8,87,0.156,32
deepseek-v4-flash,high,advisor,go-git-worktree-merge-conflicts,0,found_kept_failed,0,0.7368421052631579,76,15,4,64,0.346,26
deepseek-v4-flash,high,advisor,goreleaser-retry-publish-auditing,0,found_kept_failed,0,0.9827586206896551,79,20,4,77,0.212,33
deepseek-v4-flash,high,advisor,gql-incremental-graphql-delivery,0,found_kept_failed,0,0.0,29,9,10,28,0.261,23
deepseek-v4-flash,high,advisor,gql-incremental-graphql-delivery,1,found_kept_failed,0,0.9963768115942029,68,26,7,61,0.522,23
deepseek-v4-flash,high,advisor,happy-dom-abort-pending-body-reads,0,found_kept_failed,-1,0.0,24,1,19,19,0.125,8
deepseek-v4-flash,high,advisor,happy-dom-abort-pending-body-reads,1,solved,1,1.0,100,24,14,97,0.375,8
deepseek-v4-flash,high,advisor,happy-dom-deterministic-intersectionobserver,0,found_kept_failed,0,0.9565217391304348,55,25,2,54,0.167,6
deepseek-v4-flash,high,advisor,helm-array-merge-strategies,0,found_kept_failed,0,0.0,22,7,1,21,0.132,38
deepseek-v4-flash,high,advisor,helm-unified-manifest-stream,0,found_kept_failed,0,0.2857142857142857,43,9,5,39,0.081,37
deepseek-v4-flash,high,advisor,httpx-deterministic-cookie-store,0,found_kept_failed,0,0.994269340974212,56,16,8,49,0.5,4
deepseek-v4-flash,high,advisor,httpx-multipart-response-parsing,0,found_kept_failed,-1,0.0,8,1,7,7,0.042,24
deepseek-v4-flash,high,advisor,httpx-multipart-response-parsing,1,found_kept_failed,0,0.996413199426112,66,22,5,64,0.333,24
deepseek-v4-flash,high,advisor,httpx-streaming-json-iteration,0,found_then_lost,-1,0.0,6,1,1,1,0.048,21
deepseek-v4-flash,high,advisor,httpx-streaming-json-iteration,1,found_kept_failed,0,0.9947089947089947,103,14,2,91,0.19,21
deepseek-v4-flash,high,advisor,igel-persist-feature-schema,0,found_kept_failed,0,0.07692307692307693,18,4,10,17,0.269,26
deepseek-v4-flash,high,advisor,ink-grid-box-layout,0,search_failure,-1,0.0,1,0,,,0.0,6
deepseek-v4-flash,high,advisor,ink-grid-box-layout,1,found_then_lost,0,0.8648648648648649,124,1,16,16,0.167,6
deepseek-v4-flash,high,advisor,ipython-session-bundle-replay,0,found_kept_failed,0,0.8695652173913043,61,24,0,56,0.469,32
deepseek-v4-flash,high,advisor,katex-multicolumn-array-spans,0,search_failure,-1,0.0,6,0,,,0.0,21
deepseek-v4-flash,high,advisor,katex-multicolumn-array-spans,1,found_then_lost,0,0.9913419913419913,159,11,17,103,0.048,21
deepseek-v4-flash,high,advisor,kcp-go-multiplexed-kcp-streams,0,found_kept_failed,0,0.3333333333333333,16,7,2,14,0.323,62
deepseek-v4-flash,high,advisor,kea-atomic-signal-selectors,0,search_failure,-1,0.0,17,0,,,0.0,23
deepseek-v4-flash,high,advisor,kea-atomic-signal-selectors,1,found_then_lost,0,0.9536423841059603,94,3,14,66,0.043,23
deepseek-v4-flash,high,advisor,kgateway-consistent-hash-policy,0,search_failure,-1,0.0,10,0,,,0.0,47
deepseek-v4-flash,high,advisor,kgateway-consistent-hash-policy,1,search_failure,0,0.9907407407407407,57,0,,,0.0,47
deepseek-v4-flash,high,advisor,kombu-single-active-consumer-priority,0,found_kept_failed,-1,0.0,11,5,3,10,0.489,47
deepseek-v4-flash,high,advisor,kombu-single-active-consumer-priority,1,found_kept_failed,0,0.99734395750332,109,38,8,108,0.617,47
deepseek-v4-flash,high,advisor,kombu-virtual-queue-dead-lettering,0,search_failure,-1,0.0,5,0,,,0.0,36
deepseek-v4-flash,high,advisor,kombu-virtual-queue-dead-lettering,1,found_kept_failed,0,0.9838709677419355,87,32,7,86,0.667,36
deepseek-v4-flash,high,advisor,koota-composite-trait-aspects,0,found_kept_failed,0,0.026905829596412557,43,14,15,39,0.304,23
deepseek-v4-flash,high,advisor,koota-composite-trait-aspects,1,found_kept_failed,0,0.9372197309417041,203,48,14,202,0.478,23
deepseek-v4-flash,high,advisor,koota-deferred-mutation-buffer,0,found_kept_failed,-1,0.0,14,3,7,13,0.034,29
deepseek-v4-flash,high,advisor,koota-deferred-mutation-buffer,1,found_kept_failed,0,0.6432160804020101,75,23,11,74,0.138,29
deepseek-v4-flash,high,advisor,koota-entity-snapshot-rollback,0,found_kept_failed,0,0.9770992366412213,32,1,31,31,1.0,1
deepseek-v4-flash,high,advisor,koota-pair-relation-tracking,0,found_kept_failed,0,0.819047619047619,41,8,20,38,0.375,24
deepseek-v4-flash,high,advisor,koota-query-predicates,0,found_kept_failed,0,0.8,58,18,14,54,0.3,20
deepseek-v4-flash,high,advisor,kysely-window-grouping-helpers,0,search_failure,-1,0.0,16,0,,,0.0,6
deepseek-v4-flash,high,advisor,kysely-window-grouping-helpers,1,found_then_lost,0,0.07971014492753623,155,1,115,115,0.167,6
deepseek-v4-flash,high,advisor,langchain-request-coalescing,0,found_kept_failed,0,0.8546099290780141,21,8,1,20,0.617,47
deepseek-v4-flash,high,advisor,mashumaro-flattened-dataclass-fields,0,search_failure,0,0.9977726063829787,17,0,,,0.0,13
deepseek-v4-flash,high,advisor,meriyah-explicit-resource-declarations,0,found_kept_failed,0,0.9986412516013821,40,2,30,36,0.059,17
deepseek-v4-flash,high,advisor,mnamer-daemon-watch-lifecycle,0,found_kept_failed,0,0.8567567567567568,29,12,10,28,0.318,22
deepseek-v4-flash,high,advisor,mobly-grouped-test-barriers,0,search_failure,-1,0.0,7,0,,,0.0,39
deepseek-v4-flash,high,advisor,mobly-grouped-test-barriers,1,found_kept_failed,0,0.992108229988726,89,21,12,88,0.282,39
deepseek-v4-flash,high,advisor,narwhals-rolling-window-suite,0,found_then_lost,-1,0.0,8,1,3,3,0.211,19
deepseek-v4-flash,high,advisor,narwhals-rolling-window-suite,1,solved,1,1.0,149,40,47,148,0.316,19
deepseek-v4-flash,high,advisor,numba-stencil-boundary-modes,0,found_then_lost,0,0.9661214953271028,14,1,6,6,0.143,14
deepseek-v4-flash,high,advisor,obsidian-linter-auto-table-of-contents,0,found_kept_failed,0,0.9650170648464164,33,3,5,31,0.143,14
deepseek-v4-flash,high,advisor,obsidian-linter-link-format-conversion,0,found_kept_failed,0,0.9958018471872376,34,3,17,27,0.053,19
deepseek-v4-flash,high,advisor,obsidian-linter-scoped-ignore-markers,0,search_failure,-1,0.0,9,0,,,0.0,39
deepseek-v4-flash,high,advisor,obsidian-linter-scoped-ignore-markers,1,found_then_lost,0,0.9716981132075472,46,2,18,24,0.051,39
deepseek-v4-flash,high,advisor,ofetch-per-origin-circuit-breaker,0,found_kept_failed,0,0.8,28,5,18,23,0.143,14
deepseek-v4-flash,high,advisor,onedump-dump-encryption-pipeline,0,found_kept_failed,0,0.7045454545454546,21,10,5,20,0.526,38
deepseek-v4-flash,high,advisor,opa-rego-rule-profiling,0,found_kept_failed,0,0.0,62,26,8,59,0.676,37
deepseek-v4-flash,high,advisor,opa-rego-rule-profiling,1,found_then_lost,-1,0.0,33,8,3,21,0.216,37
deepseek-v4-flash,high,advisor,opa-template-string-reconstruction,0,found_then_lost,-1,0.0,26,1,10,10,0.037,27
deepseek-v4-flash,high,advisor,opa-template-string-reconstruction,1,found_kept_failed,0,0.6666666666666666,229,19,1,221,0.111,27
deepseek-v4-flash,high,advisor,optique-conditional-option-dependencies,0,found_kept_failed,0,0.9826086956521739,32,8,14,29,0.133,15
deepseek-v4-flash,high,advisor,oxvg-structural-selector-preservation,0,found_kept_failed,-1,0.0,39,16,10,38,0.019,54
deepseek-v4-flash,high,advisor,oxvg-structural-selector-preservation,1,search_failure,0,0.9558823529411765,69,0,,,0.0,54
deepseek-v4-flash,high,advisor,participle-grammar-conflict-analysis,0,search_failure,-1,0.0,4,0,,,0.0,48
deepseek-v4-flash,high,advisor,participle-grammar-conflict-analysis,1,found_kept_failed,0,0.6352459016393442,119,49,5,101,0.562,48
deepseek-v4-flash,high,advisor,pebble-durability-wait-apis,0,found_kept_failed,-1,0.0,12,3,3,10,0.083,36
deepseek-v4-flash,high,advisor,pebble-durability-wait-apis,1,found_kept_failed,0,0.6116504854368932,212,48,10,211,0.611,36
deepseek-v4-flash,high,advisor,pest-character-class-coalescing,0,found_kept_failed,0,0.0,14,2,11,12,0.13,23
deepseek-v4-flash,high,advisor,pest-character-class-coalescing,1,found_kept_failed,0,0.9067796610169492,125,14,28,123,0.304,23
deepseek-v4-flash,high,advisor,prometheus-transactional-reload-status,0,search_failure,-1,0.0,8,0,,,0.0,4
deepseek-v4-flash,high,advisor,prometheus-transactional-reload-status,1,found_then_lost,0,0.9175257731958762,82,4,4,35,0.75,4
deepseek-v4-flash,high,advisor,prometheus-typed-label-sorting,0,found_then_lost,-1,0.0,19,1,10,10,0.023,44
deepseek-v4-flash,high,advisor,prometheus-typed-label-sorting,1,search_failure,0,0.8888888888888888,70,0,,,0.0,44
deepseek-v4-flash,high,advisor,psd-tools-blend-range-api,0,found_kept_failed,0,0.982421875,47,18,1,44,0.828,29
deepseek-v4-flash,high,advisor,pwntools-tube-multiplexing,0,found_kept_failed,-1,0.0,7,4,1,5,0.147,34
deepseek-v4-flash,high,advisor,pwntools-tube-multiplexing,1,found_kept_failed,0,0.9324324324324325,63,50,1,61,0.794,34
deepseek-v4-flash,high,advisor,python-statemachine-state-data-scoping,0,found_kept_failed,0,0.9690721649484536,37,10,4,35,0.279,68
deepseek-v4-flash,high,advisor,query-persist-restored-query-state,0,solved,1,1.0,17,0,,,0.0,13
deepseek-v4-flash,high,advisor,quill-shared-toolbar-focus,0,found_kept_failed,0,0.7714285714285715,19,2,15,17,0.111,27
