config,task,rep_a,rep_b,obs_a,obs_b,semantic_precision_a_to_b,semantic_recall_b_to_a,semantic_f1,centroid_distance,close_counterpart_rate_a_to_b_085,close_counterpart_rate_b_to_a_085,close_counterpart_f1_085
observational-memory-gpt54mini-low,ts-pattern-match-each,0,2,9,13,0.8503773808479309,0.7850503921508789,0.8164091466867749,0.04353529214859009,0.6666666666666666,0.46153846153846156,0.5454545454545455
observational-memory-gpt54mini-low,ts-pattern-match-each,1,2,8,13,0.8090994358062744,0.7675912380218506,0.787798961359266,0.037466347217559814,0.5,0.38461538461538464,0.4347826086956522
observational-memory-gpt54mini-low,yjs-map-conflict-detection,0,1,16,21,0.7968852519989014,0.7708773016929626,0.7836655511043255,0.04258906841278076,0.25,0.23809523809523808,0.24390243902439024
observational-memory-gpt54mini-low,yjs-map-conflict-detection,0,2,16,14,0.754085898399353,0.717921793460846,0.7355596082765752,0.04225051403045654,0.125,0.14285714285714285,0.13333333333333333
observational-memory-gpt54mini-low,yjs-map-conflict-detection,1,2,21,14,0.7745972871780396,0.7881630659103394,0.7813212966422742,0.02713322639465332,0.3333333333333333,0.5,0.4
observational-memory-gpt54mini-off,actionlint-action-pinning-lint,0,1,13,25,0.8281380534172058,0.7298094034194946,0.7758707600326245,0.04162639379501343,0.38461538461538464,0.2,0.2631578947368421
observational-memory-gpt54mini-off,actionlint-action-pinning-lint,0,2,13,22,0.8625227808952332,0.7762650847434998,0.8171238433522027,0.029691219329833984,0.6153846153846154,0.3181818181818182,0.41947565543071164
observational-memory-gpt54mini-off,actionlint-action-pinning-lint,1,2,25,22,0.8096155524253845,0.8394006490707397,0.824239106428489,0.016313910484313965,0.4,0.45454545454545453,0.4255319148936171
observational-memory-gpt54mini-off,anko-default-function-arguments,0,1,6,8,0.7509691715240479,0.6938740611076355,0.721293517585184,0.12110364437103271,0.3333333333333333,0.25,0.28571428571428575
observational-memory-gpt54mini-off,anko-default-function-arguments,0,2,6,7,0.8382973074913025,0.7942615747451782,0.8156855434709372,0.10153496265411377,0.5,0.42857142857142855,0.4615384615384615
observational-memory-gpt54mini-off,anko-default-function-arguments,1,2,8,7,0.7227728366851807,0.7623404860496521,0.7420295639223047,0.11454939842224121,0.375,0.42857142857142855,0.39999999999999997
observational-memory-gpt54mini-off,awilix-async-container-initialization,0,1,17,21,0.7819615006446838,0.7531283497810364,0.7672741428255961,0.048206627368927,0.29411764705882354,0.23809523809523808,0.2631578947368421
observational-memory-gpt54mini-off,awilix-async-container-initialization,0,2,17,23,0.7509273290634155,0.7086440324783325,0.7291732142559743,0.060616135597229004,0.23529411764705882,0.17391304347826086,0.19999999999999998
observational-memory-gpt54mini-off,awilix-async-container-initialization,1,2,21,23,0.834374189376831,0.8158361315727234,0.825001034478598,0.02023947238922119,0.5714285714285714,0.5217391304347826,0.5454545454545454
observational-memory-gpt54mini-off,boa-hierarchical-evaluation-cancellation,0,1,19,15,0.7798673510551453,0.7854446172714233,0.7826460481572112,0.04166656732559204,0.2631578947368421,0.3333333333333333,0.29411764705882354
observational-memory-gpt54mini-off,boa-hierarchical-evaluation-cancellation,0,2,19,25,0.8467291593551636,0.8248817920684814,0.8356627070080901,0.017049431800842285,0.5789473684210527,0.52,0.5478927203065135
observational-memory-gpt54mini-off,boa-hierarchical-evaluation-cancellation,1,2,15,25,0.8109025359153748,0.7790624499320984,0.7946636836781097,0.04091143608093262,0.5333333333333333,0.36,0.4298507462686567
observational-memory-gpt54mini-off,cattrs-partial-structuring-recovery,0,1,16,8,0.7545519471168518,0.8335614800453186,0.7920913293123024,0.041752636432647705,0.25,0.5,0.3333333333333333
observational-memory-gpt54mini-off,cattrs-partial-structuring-recovery,0,2,16,14,0.8073939085006714,0.7404654622077942,0.7724827138114859,0.050907135009765625,0.3125,0.2857142857142857,0.29850746268656714
observational-memory-gpt54mini-off,cattrs-partial-structuring-recovery,1,2,8,14,0.8571338653564453,0.7094192504882812,0.7763123486577816,0.0576319694519043,0.5,0.2857142857142857,0.36363636363636365
observational-memory-gpt54mini-off,dynamodb-toolbox-lazy-recursive-schemas,0,1,36,24,0.7707334756851196,0.792844295501709,0.7816325491572067,0.03673911094665527,0.19444444444444445,0.2916666666666667,0.2333333333333333
observational-memory-gpt54mini-off,dynamodb-toolbox-lazy-recursive-schemas,0,2,36,32,0.8097292184829712,0.8124101161956787,0.8110674519893879,0.01637113094329834,0.3888888888888889,0.375,0.3818181818181819
observational-memory-gpt54mini-off,dynamodb-toolbox-lazy-recursive-schemas,1,2,24,32,0.7924139499664307,0.784562349319458,0.7884686034922674,0.02922356128692627,0.2916666666666667,0.21875,0.25
observational-memory-gpt54mini-off,fastapi-implicit-head-options,0,1,24,22,0.8308546543121338,0.812765896320343,0.8217107379973725,0.025011420249938965,0.375,0.36363636363636365,0.3692307692307692
observational-memory-gpt54mini-off,fastapi-implicit-head-options,0,2,24,27,0.8241532444953918,0.80210942029953,0.8129819315055579,0.02414458990097046,0.2916666666666667,0.2222222222222222,0.2522522522522523
observational-memory-gpt54mini-off,fastapi-implicit-head-options,1,2,22,27,0.8433381915092468,0.8280104994773865,0.8356040614932482,0.01572287082672119,0.5454545454545454,0.4444444444444444,0.4897959183673469
observational-memory-gpt54mini-off,httpx-streaming-json-iteration,0,1,9,14,0.8304795622825623,0.7369498014450073,0.7809241841339456,0.0548209547996521,0.4444444444444444,0.2857142857142857,0.34782608695652173
observational-memory-gpt54mini-off,httpx-streaming-json-iteration,0,2,9,9,0.8020117282867432,0.8301483392715454,0.8158375119537897,0.04738056659698486,0.3333333333333333,0.3333333333333333,0.3333333333333333
observational-memory-gpt54mini-off,httpx-streaming-json-iteration,1,2,14,9,0.7421413064002991,0.8392460346221924,0.7877123236905007,0.06842607259750366,0.35714285714285715,0.4444444444444444,0.396039603960396
observational-memory-gpt54mini-off,kgateway-consistent-hash-policy,0,1,10,10,0.8513299226760864,0.8548781275749207,0.8531003357284215,0.04051274061203003,0.5,0.5,0.5
observational-memory-gpt54mini-off,kgateway-consistent-hash-policy,0,2,10,9,0.8099101781845093,0.7368835806846619,0.7716730284325284,0.07059895992279053,0.4,0.5555555555555556,0.46511627906976744
observational-memory-gpt54mini-off,kgateway-consistent-hash-policy,1,2,10,9,0.8070107698440552,0.7287085056304932,0.7658634250573637,0.08093059062957764,0.3,0.2222222222222222,0.25531914893617025
observational-memory-gpt54mini-off,mashumaro-flattened-dataclass-fields,0,1,16,21,0.82392418384552,0.8138976097106934,0.818880205957751,0.03177708387374878,0.6875,0.5238095238095238,0.5945945945945946
observational-memory-gpt54mini-off,mashumaro-flattened-dataclass-fields,0,2,16,20,0.8234323263168335,0.7797859907150269,0.8010150402379553,0.06698620319366455,0.4375,0.35,0.38888888888888884
observational-memory-gpt54mini-off,mashumaro-flattened-dataclass-fields,1,2,21,20,0.7925890684127808,0.7634367942810059,0.7777398462049848,0.04820382595062256,0.2857142857142857,0.3,0.2926829268292683
observational-memory-gpt54mini-off,ts-pattern-match-each,0,1,8,7,0.7507386803627014,0.8192871809005737,0.7835164912920302,0.06066375970840454,0.375,0.5714285714285714,0.4528301886792453
observational-memory-gpt54mini-off,ts-pattern-match-each,0,2,8,12,0.7923310995101929,0.7509336471557617,0.7710771383789166,0.06054091453552246,0.25,0.16666666666666666,0.2
observational-memory-gpt54mini-off,ts-pattern-match-each,1,2,7,12,0.8114232420921326,0.7290913462638855,0.7680572043113149,0.0494113564491272,0.14285714285714285,0.08333333333333333,0.10526315789473685
observational-memory-gpt54mini-off,yjs-map-conflict-detection,0,1,21,16,0.7749188542366028,0.8187917470932007,0.796251417272898,0.03608393669128418,0.38095238095238093,0.4375,0.4072727272727273
observational-memory-gpt54mini-off,yjs-map-conflict-detection,0,2,21,18,0.8213315010070801,0.8373405933380127,0.8292587892750589,0.024269461631774902,0.42857142857142855,0.5,0.4615384615384615
observational-memory-gpt54mini-off,yjs-map-conflict-detection,1,2,16,18,0.8649284243583679,0.8323107361793518,0.8483061555003062,0.024542629718780518,0.625,0.6111111111111112,0.6179775280898877
observational-memory-gpt54mini-xhigh,boa-hierarchical-evaluation-cancellation,0,1,9,8,0.8270823955535889,0.8788101673126221,0.8521620109493129,0.04072391986846924,0.5555555555555556,0.625,0.5882352941176471
observational-memory-gpt54mini-xhigh,boa-hierarchical-evaluation-cancellation,0,2,9,9,0.864246129989624,0.8381533026695251,0.8509997527885585,0.0274164080619812,0.5555555555555556,0.4444444444444444,0.49382716049382713
observational-memory-gpt54mini-xhigh,boa-hierarchical-evaluation-cancellation,1,2,8,9,0.8731372356414795,0.839684009552002,0.8560839340006791,0.034256815910339355,0.625,0.5555555555555556,0.5882352941176471
observational-memory-gpt54mini-xhigh,dynamodb-toolbox-lazy-recursive-schemas,0,1,21,8,0.7233429551124573,0.825102686882019,0.7708791314517416,0.05881887674331665,0.14285714285714285,0.375,0.20689655172413796
observational-memory-gpt54mini-xhigh,dynamodb-toolbox-lazy-recursive-schemas,0,2,21,8,0.7230594754219055,0.8103967905044556,0.7642410041237999,0.06543111801147461,0.19047619047619047,0.375,0.25263157894736843
observational-memory-gpt54mini-xhigh,dynamodb-toolbox-lazy-recursive-schemas,1,2,8,8,0.8415118455886841,0.8192164897918701,0.8302145095916235,0.04410409927368164,0.5,0.5,0.5
observational-memory-gpt54mini-xhigh,kgateway-consistent-hash-policy,0,1,18,6,0.7572214007377625,0.8108546137809753,0.7831207935800877,0.043959736824035645,0.1111111111111111,0.3333333333333333,0.16666666666666666
observational-memory-gpt54mini-xhigh,kgateway-consistent-hash-policy,0,2,18,9,0.7691462635993958,0.796283483505249,0.7824796574062192,0.05405890941619873,0.3333333333333333,0.6666666666666666,0.4444444444444444
observational-memory-gpt54mini-xhigh,kgateway-consistent-hash-policy,1,2,6,9,0.8500490188598633,0.7693631649017334,0.8076960393771082,0.05471909046173096,0.6666666666666666,0.4444444444444444,0.5333333333333333
observational-memory-gpt54mini-xhigh,yjs-map-conflict-detection,0,1,13,11,0.8558434844017029,0.8823367953300476,0.8688882345939853,0.01967787742614746,0.6153846153846154,0.8181818181818182,0.7024390243902439
observational-memory-gpt54mini-xhigh,yjs-map-conflict-detection,0,2,13,20,0.8519653081893921,0.8156625628471375,0.8334187966079978,0.02423691749572754,0.6153846153846154,0.5,0.5517241379310345
observational-memory-gpt54mini-xhigh,yjs-map-conflict-detection,1,2,11,20,0.8686875700950623,0.8014639019966125,0.833722858289501,0.03091984987258911,0.7272727272727273,0.45,0.555984555984556
observational-memory-gpt55-low,actionlint-action-pinning-lint,0,1,25,23,0.8565701842308044,0.87005215883255,0.8632585359220744,0.012410163879394531,0.56,0.6956521739130435,0.6204986149584488
observational-memory-gpt55-low,actionlint-action-pinning-lint,0,2,25,15,0.8145114183425903,0.8596738576889038,0.8364834921951172,0.01825624704360962,0.48,0.7333333333333333,0.5802197802197802
observational-memory-gpt55-low,actionlint-action-pinning-lint,1,2,23,15,0.8142200708389282,0.8711653351783752,0.841730678797717,0.022304534912109375,0.4782608695652174,0.6666666666666666,0.5569620253164557
observational-memory-gpt55-low,anko-default-function-arguments,0,1,13,9,0.8143647313117981,0.8909748792648315,0.8509490000208523,0.05961179733276367,0.38461538461538464,0.6666666666666666,0.4878048780487804
observational-memory-gpt55-low,anko-default-function-arguments,0,2,13,18,0.8355027437210083,0.7457415461540222,0.788074444800272,0.057774484157562256,0.3076923076923077,0.2222222222222222,0.2580645161290323
observational-memory-gpt55-low,anko-default-function-arguments,1,2,9,18,0.9025692343711853,0.7424651384353638,0.8147260660597846,0.06083124876022339,0.6666666666666666,0.3333333333333333,0.4444444444444444
observational-memory-gpt55-low,awilix-async-container-initialization,0,1,11,7,0.7805150747299194,0.8412690162658691,0.8097540884071057,0.08390367031097412,0.36363636363636365,0.5714285714285714,0.4444444444444444
observational-memory-gpt55-low,awilix-async-container-initialization,0,2,11,11,0.9210324883460999,0.9187952280044556,0.9199124979028479,0.013875424861907959,0.9090909090909091,0.9090909090909091,0.9090909090909091
observational-memory-gpt55-low,awilix-async-container-initialization,1,2,7,11,0.854351818561554,0.7842857241630554,0.8178208020261156,0.07700532674789429,0.7142857142857143,0.45454545454545453,0.5555555555555556
observational-memory-gpt55-low,boa-hierarchical-evaluation-cancellation,0,1,25,23,0.7670530676841736,0.7979382276535034,0.7821908877928019,0.038637518882751465,0.36,0.391304347826087,0.37499999999999994
observational-memory-gpt55-low,boa-hierarchical-evaluation-cancellation,0,2,25,19,0.7474797964096069,0.8112356662750244,0.7780538336651556,0.05872952938079834,0.28,0.42105263157894735,0.33633633633633636
observational-memory-gpt55-low,boa-hierarchical-evaluation-cancellation,1,2,23,19,0.7711300253868103,0.8102827072143555,0.7902216944427284,0.036214232444763184,0.2608695652173913,0.3684210526315789,0.3054545454545455
observational-memory-gpt55-low,cattrs-partial-structuring-recovery,0,1,8,11,0.7759904861450195,0.7721728682518005,0.7740769702641136,0.08298200368881226,0.25,0.2727272727272727,0.2608695652173913
observational-memory-gpt55-low,cattrs-partial-structuring-recovery,0,2,8,11,0.923658013343811,0.8795719146728516,0.9010760465730591,0.04345625638961792,0.875,0.7272727272727273,0.7943262411347517
observational-memory-gpt55-low,cattrs-partial-structuring-recovery,1,2,11,11,0.8367855548858643,0.8313524127006531,0.8340601358938108,0.03481447696685791,0.5454545454545454,0.5454545454545454,0.5454545454545454
observational-memory-gpt55-low,dynamodb-toolbox-lazy-recursive-schemas,0,1,32,22,0.821725606918335,0.8224825263023376,0.8221038923845365,0.024600446224212646,0.375,0.5,0.42857142857142855
observational-memory-gpt55-low,dynamodb-toolbox-lazy-recursive-schemas,0,2,32,22,0.7872409820556641,0.8023523092269897,0.7947248183978014,0.02369213104248047,0.21875,0.3181818181818182,0.25925925925925924
observational-memory-gpt55-low,dynamodb-toolbox-lazy-recursive-schemas,1,2,22,22,0.7944424152374268,0.813875138759613,0.804041377688119,0.02155780792236328,0.3181818181818182,0.3181818181818182,0.3181818181818182
observational-memory-gpt55-low,fastapi-implicit-head-options,0,1,26,20,0.8863359689712524,0.9104858636856079,0.8982486249414616,0.011858046054840088,0.7307692307692307,0.75,0.7402597402597402
observational-memory-gpt55-low,fastapi-implicit-head-options,0,2,26,20,0.8700354695320129,0.8821729421615601,0.8760621679702274,0.019855141639709473,0.6153846153846154,0.7,0.6549707602339182
observational-memory-gpt55-low,fastapi-implicit-head-options,1,2,20,20,0.8960630297660828,0.8804633021354675,0.8881946751274815,0.016416966915130615,0.75,0.65,0.6964285714285715
observational-memory-gpt55-low,httpx-streaming-json-iteration,0,1,11,10,0.848480761051178,0.8448066711425781,0.8466397300823362,0.03205448389053345,0.6363636363636364,0.6,0.6176470588235293
observational-memory-gpt55-low,kgateway-consistent-hash-policy,0,1,12,10,0.7834294438362122,0.8447893261909485,0.8129532028002637,0.040965139865875244,0.5,0.5,0.5
observational-memory-gpt55-low,kgateway-consistent-hash-policy,0,2,12,12,0.7756810784339905,0.82332843542099,0.7987948578905629,0.03810220956802368,0.25,0.25,0.25
observational-memory-gpt55-low,kgateway-consistent-hash-policy,1,2,10,12,0.8531481027603149,0.820950984954834,0.8367399282551925,0.025433063507080078,0.5,0.4166666666666667,0.45454545454545453
observational-memory-gpt55-low,mashumaro-flattened-dataclass-fields,0,1,12,12,0.8839146494865417,0.8953335881233215,0.8895874763182807,0.015391290187835693,0.8333333333333334,0.8333333333333334,0.8333333333333334
observational-memory-gpt55-low,mashumaro-flattened-dataclass-fields,0,2,12,17,0.8218873143196106,0.8021597862243652,0.8119037337455404,0.049121737480163574,0.5,0.4117647058823529,0.45161290322580644
observational-memory-gpt55-low,mashumaro-flattened-dataclass-fields,1,2,12,17,0.798722505569458,0.7798138856887817,0.7891549464484954,0.04236888885498047,0.5833333333333334,0.4117647058823529,0.4827586206896552
observational-memory-gpt55-low,yjs-map-conflict-detection,0,1,21,27,0.8319919109344482,0.8280467987060547,0.8300146670047192,0.020992398262023926,0.5714285714285714,0.48148148148148145,0.5226130653266332
observational-memory-gpt55-low,yjs-map-conflict-detection,0,2,21,23,0.8392168879508972,0.8372830748558044,0.8382488660937267,0.0296669602394104,0.5238095238095238,0.4782608695652174,0.5
observational-memory-gpt55-low,yjs-map-conflict-detection,1,2,27,23,0.8233703970909119,0.8216456770896912,0.8225071329474395,0.020314455032348633,0.4074074074074074,0.43478260869565216,0.42065009560229444
observational-memory-gpt55-off,actionlint-action-pinning-lint,0,1,18,15,0.7837609052658081,0.8502100110054016,0.8156343068973478,0.03956127166748047,0.5,0.6,0.5454545454545454
observational-memory-gpt55-off,actionlint-action-pinning-lint,0,2,18,4,0.6184062361717224,0.863873302936554,0.7208149660078454,0.1831824779510498,0.16666666666666666,0.75,0.27272727272727276
observational-memory-gpt55-off,actionlint-action-pinning-lint,1,2,15,4,0.6982629895210266,0.926276683807373,0.7962683053887005,0.1467651128768921,0.26666666666666666,1.0,0.4210526315789474
observational-memory-gpt55-off,anko-default-function-arguments,0,1,8,13,0.8769874572753906,0.7973838448524475,0.8352933780947368,0.044861674308776855,0.625,0.38461538461538464,0.4761904761904762
observational-memory-gpt55-off,anko-default-function-arguments,0,2,8,11,0.8010342121124268,0.7292848229408264,0.7634775235343351,0.06895911693572998,0.5,0.36363636363636365,0.4210526315789474
observational-memory-gpt55-off,anko-default-function-arguments,1,2,13,11,0.814262330532074,0.8332386016845703,0.8236411797158802,0.035692453384399414,0.46153846153846156,0.5454545454545454,0.4999999999999999
observational-memory-gpt55-off,awilix-async-container-initialization,0,1,13,12,0.9086636304855347,0.912482738494873,0.9105691799834175,0.011989831924438477,0.7692307692307693,0.8333333333333334,0.8
observational-memory-gpt55-off,awilix-async-container-initialization,0,2,13,20,0.8380146026611328,0.7586644887924194,0.7963678155886788,0.0642048716545105,0.46153846153846156,0.3,0.3636363636363637
observational-memory-gpt55-off,awilix-async-container-initialization,1,2,12,20,0.8847425580024719,0.7954859137535095,0.8377435021722763,0.05653214454650879,0.6666666666666666,0.4,0.5
observational-memory-gpt55-off,boa-hierarchical-evaluation-cancellation,0,1,17,28,0.8242586851119995,0.7854638695716858,0.8043937937657357,0.024666309356689453,0.35294117647058826,0.21428571428571427,0.26666666666666666
observational-memory-gpt55-off,boa-hierarchical-evaluation-cancellation,0,2,17,29,0.8163493275642395,0.7846928238868713,0.8002081126270615,0.04536628723144531,0.5294117647058824,0.3103448275862069,0.391304347826087
observational-memory-gpt55-off,boa-hierarchical-evaluation-cancellation,1,2,28,29,0.7685148119926453,0.7914205193519592,0.779799494781148,0.056215882301330566,0.2857142857142857,0.3448275862068966,0.3125
observational-memory-gpt55-off,cattrs-partial-structuring-recovery,0,1,7,16,0.8278213143348694,0.7260277271270752,0.7735902411065881,0.09504485130310059,0.7142857142857143,0.25,0.37037037037037035
observational-memory-gpt55-off,cattrs-partial-structuring-recovery,0,2,7,4,0.7995486855506897,0.8349868059158325,0.8168835814304451,0.06442093849182129,0.2857142857142857,0.5,0.36363636363636365
observational-memory-gpt55-off,cattrs-partial-structuring-recovery,1,2,16,4,0.712720513343811,0.7775300145149231,0.7437160138188895,0.11283743381500244,0.1875,0.5,0.2727272727272727
observational-memory-gpt55-off,dynamodb-toolbox-lazy-recursive-schemas,0,1,23,16,0.7541544437408447,0.7971534132957458,0.775058008316384,0.04904055595397949,0.17391304347826086,0.3125,0.22346368715083798
observational-memory-gpt55-off,dynamodb-toolbox-lazy-recursive-schemas,0,2,23,26,0.8303494453430176,0.8117789626121521,0.8209591991475159,0.03267717361450195,0.34782608695652173,0.38461538461538464,0.365296803652968
observational-memory-gpt55-off,dynamodb-toolbox-lazy-recursive-schemas,1,2,16,26,0.8567976355552673,0.802567720413208,0.82879653085403,0.027370870113372803,0.6875,0.46153846153846156,0.5523012552301255
observational-memory-gpt55-off,fastapi-implicit-head-options,0,1,27,19,0.8680377006530762,0.8664276599884033,0.8672319330498514,0.017542123794555664,0.6666666666666666,0.7894736842105263,0.7228915662650601
observational-memory-gpt55-off,fastapi-implicit-head-options,0,2,27,22,0.8705048561096191,0.8901786804199219,0.8802318509074027,0.010632097721099854,0.7037037037037037,0.7727272727272727,0.7366020524515394
observational-memory-gpt55-off,fastapi-implicit-head-options,1,2,19,22,0.8632389903068542,0.8902092576026917,0.8765167054242072,0.017330288887023926,0.7894736842105263,0.7727272727272727,0.781010719754977
observational-memory-gpt55-off,httpx-streaming-json-iteration,0,1,15,10,0.8102146983146667,0.8764674067497253,0.8420398525722862,0.05292868614196777,0.5333333333333333,0.8,0.64
observational-memory-gpt55-off,httpx-streaming-json-iteration,0,2,15,8,0.7267448902130127,0.855474591255188,0.7858730033141342,0.0671185851097107,0.3333333333333333,0.75,0.46153846153846156
observational-memory-gpt55-off,httpx-streaming-json-iteration,1,2,10,8,0.728265106678009,0.790833592414856,0.7582608172707681,0.11003220081329346,0.3,0.5,0.37499999999999994
observational-memory-gpt55-off,kgateway-consistent-hash-policy,0,1,7,10,0.8321340680122375,0.8100817799568176,0.8209598608023702,0.05205035209655762,0.42857142857142855,0.3,0.3529411764705882
observational-memory-gpt55-off,kgateway-consistent-hash-policy,0,2,7,10,0.9080972075462341,0.8603655099868774,0.8835872075132356,0.022776901721954346,0.7142857142857143,0.6,0.6521739130434783
observational-memory-gpt55-off,kgateway-consistent-hash-policy,1,2,10,10,0.821343719959259,0.8521081209182739,0.8364431371691055,0.043942928314208984,0.4,0.5,0.4444444444444445
observational-memory-gpt55-off,mashumaro-flattened-dataclass-fields,0,1,11,17,0.8623514771461487,0.8378443717956543,0.8499212982860317,0.034827351570129395,0.6363636363636364,0.5294117647058824,0.5779816513761468
observational-memory-gpt55-off,mashumaro-flattened-dataclass-fields,0,2,11,18,0.894727349281311,0.8134545087814331,0.8521575064944972,0.02994251251220703,0.7272727272727273,0.4444444444444444,0.5517241379310345
observational-memory-gpt55-off,mashumaro-flattened-dataclass-fields,1,2,17,18,0.8627756834030151,0.8423850536346436,0.8524584510440366,0.02266758680343628,0.7647058823529411,0.6111111111111112,0.6793349168646081
observational-memory-gpt55-off,ts-pattern-match-each,0,1,6,6,0.8004042506217957,0.7365642189979553,0.7671583944565138,0.08117836713790894,0.0,0.0,0.0
observational-memory-gpt55-off,yjs-map-conflict-detection,0,1,15,22,0.8766294121742249,0.8215553760528564,0.8481993377524999,0.028884291648864746,0.6,0.5,0.5454545454545454
observational-memory-gpt55-off,yjs-map-conflict-detection,0,2,15,24,0.8658762574195862,0.8061511516571045,0.8349470090287575,0.029477477073669434,0.6666666666666666,0.4583333333333333,0.5432098765432098
observational-memory-gpt55-off,yjs-map-conflict-detection,1,2,22,24,0.8716375231742859,0.8602266311645508,0.8658944851746503,0.019419193267822266,0.6818181818181818,0.5416666666666666,0.6037151702786377
observational-memory-gpt55-xhigh,actionlint-action-pinning-lint,0,2,17,19,0.7596830129623413,0.8327043652534485,0.7945194363590454,0.053345441818237305,0.35294117647058826,0.3157894736842105,0.33333333333333337
observational-memory-gpt55-xhigh,anko-default-function-arguments,0,1,15,19,0.8779177069664001,0.8301106095314026,0.853345106529125,0.023557543754577637,0.6666666666666666,0.47368421052631576,0.5538461538461538
observational-memory-gpt55-xhigh,anko-default-function-arguments,0,2,15,15,0.8794271945953369,0.8863155245780945,0.8828579235721038,0.033094048500061035,0.6666666666666666,0.7333333333333333,0.6984126984126984
observational-memory-gpt55-xhigh,anko-default-function-arguments,1,2,19,15,0.8271675109863281,0.8675423860549927,0.8468740017404309,0.039313554763793945,0.3684210526315789,0.4666666666666667,0.4117647058823529
observational-memory-gpt55-xhigh,awilix-async-container-initialization,0,1,20,34,0.8290660977363586,0.7998867034912109,0.814215055703155,0.02498042583465576,0.35,0.23529411764705882,0.28140703517587945
observational-memory-gpt55-xhigh,awilix-async-container-initialization,0,2,20,12,0.8225666284561157,0.9166913628578186,0.8670820860925332,0.028367161750793457,0.5,0.8333333333333334,0.625
observational-memory-gpt55-xhigh,awilix-async-container-initialization,1,2,34,12,0.7349982857704163,0.8430957794189453,0.7853447602172444,0.053513526916503906,0.17647058823529413,0.5,0.2608695652173913
observational-memory-gpt55-xhigh,cattrs-partial-structuring-recovery,0,1,11,11,0.8170138001441956,0.7954710125923157,0.8060985006111782,0.04475957155227661,0.36363636363636365,0.36363636363636365,0.36363636363636365
observational-memory-gpt55-xhigh,cattrs-partial-structuring-recovery,0,2,11,11,0.7910144329071045,0.7565988898277283,0.7734239980793557,0.07287001609802246,0.2727272727272727,0.18181818181818182,0.21818181818181817
observational-memory-gpt55-xhigh,cattrs-partial-structuring-recovery,1,2,11,11,0.8803848028182983,0.83943772315979,0.8594238105608912,0.04113215208053589,0.5454545454545454,0.5454545454545454,0.5454545454545454
observational-memory-gpt55-xhigh,fastapi-implicit-head-options,0,2,29,36,0.8179259896278381,0.8039190769195557,0.8108620485801635,0.033009886741638184,0.3793103448275862,0.3333333333333333,0.3548387096774193
observational-memory-gpt55-xhigh,kgateway-consistent-hash-policy,0,1,5,27,0.8357385396957397,0.6988845467567444,0.7612093883881308,0.08487474918365479,0.6,0.07407407407407407,0.13186813186813187
observational-memory-gpt55-xhigh,kgateway-consistent-hash-policy,0,2,5,28,0.841140627861023,0.6980289220809937,0.7629315247387511,0.08067584037780762,0.6,0.10714285714285714,0.18181818181818182
observational-memory-gpt55-xhigh,kgateway-consistent-hash-policy,1,2,27,28,0.8943751454353333,0.897265613079071,0.8958180476505003,0.011575579643249512,0.7407407407407407,0.75,0.7453416149068324
